2024-05-23 00:17:17.619 [restartedMain] INFO  com.hanson.yygh.hosp.ServiceHospApplication - Starting ServiceHospApplication on DESKTOP-OSA3D54 with PID 23536 (C:\code\project\Hospital\yygh-parent\service\service-hosp\target\classes started by hanso in C:\code\project\Hospital\yygh-parent)
2024-05-23 19:52:41.581 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2024-05-23 19:52:42.232 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2024-05-23 19:52:42.233 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 2 custom documentation plugin(s)
2024-05-23 19:52:42.239 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2024-05-23 19:52:42.243 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2024-05-23 19:52:42.247 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8201"]
2024-05-23 19:52:42.251 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8201 (http) with context path ''
2024-05-23 19:52:42.251 [restartedMain] INFO  com.hanson.yygh.hosp.ServiceHospApplication - Started ServiceHospApplication in 2.231 seconds (JVM running for 592.933)
2024-05-23 19:52:42.253 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2024-05-23 19:55:11.303 [Thread-57] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2024-05-23 19:55:11.310 [Thread-57] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:14, serverValue:118}] to 47.116.123.21:27017 because the pool has been closed.
2024-05-23 19:55:12.073 [restartedMain] INFO  com.hanson.yygh.hosp.ServiceHospApplication - Starting ServiceHospApplication on DESKTOP-OSA3D54 with PID 2628 (C:\code\project\Hospital\yygh-parent\service\service-hosp\target\classes started by hanso in C:\code\project\Hospital\yygh-parent)
2024-05-23 19:55:12.073 [restartedMain] INFO  com.hanson.yygh.hosp.ServiceHospApplication - The following profiles are active: dev
2024-05-23 19:55:12.768 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2024-05-23 19:55:12.768 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2024-05-23 19:55:12.794 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 25ms. Found 1 repository interfaces.
2024-05-23 19:55:12.804 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2024-05-23 19:55:12.804 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2024-05-23 19:55:12.810 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.hanson.yygh.hosp.repository.HospitalRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2024-05-23 19:55:12.810 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 5ms. Found 0 repository interfaces.
2024-05-23 19:55:12.927 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-05-23 19:55:13.107 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8201 (http)
2024-05-23 19:55:13.108 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8201"]
2024-05-23 19:55:13.108 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2024-05-23 19:55:13.109 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
2024-05-23 19:55:13.145 [restartedMain] INFO  o.a.c.c.ContainerBase.[Tomcat-1].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-05-23 19:55:13.146 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1068 ms
2024-05-23 19:55:13.734 [restartedMain] INFO  org.mongodb.driver.cluster - Cluster created with settings {hosts=[47.116.123.21:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms', maxWaitQueueSize=500}
2024-05-23 19:55:13.794 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2024-05-23 19:55:13.800 [restartedMain] INFO  org.mongodb.driver.cluster - Cluster description not yet available. Waiting for 30000 ms before timing out
2024-05-23 19:55:13.821 [cluster-ClusterId{value='664f2ea1ed380b3496e2e4ba', description='null'}-47.116.123.21:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:15, serverValue:119}] to 47.116.123.21:27017
2024-05-23 19:55:13.831 [cluster-ClusterId{value='664f2ea1ed380b3496e2e4ba', description='null'}-47.116.123.21:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=47.116.123.21:27017, type=STANDALONE, state=CONNECTED, ok=true, version=ServerVersion{versionList=[4, 4, 6]}, minWireVersion=0, maxWireVersion=9, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=7536900}
2024-05-23 19:55:13.856 [restartedMain] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:16, serverValue:120}] to 47.116.123.21:27017
2024-05-23 19:55:14.116 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2024-05-23 19:55:14.227 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2024-05-23 19:55:14.422 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2024-05-23 19:55:14.424 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 2 custom documentation plugin(s)
2024-05-23 19:55:14.430 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2024-05-23 19:55:14.465 [restartedMain] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: lockHospitalSetUsingPUT_1
2024-05-23 19:55:14.489 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2024-05-23 19:55:14.502 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8201"]
2024-05-23 19:55:14.507 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8201 (http) with context path ''
2024-05-23 19:55:14.509 [restartedMain] INFO  com.hanson.yygh.hosp.ServiceHospApplication - Started ServiceHospApplication in 2.511 seconds (JVM running for 745.19)
2024-05-23 19:55:14.512 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2024-05-23 19:55:21.055 [http-nio-8201-exec-1] INFO  o.a.c.c.ContainerBase.[Tomcat-1].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-05-23 19:55:21.056 [http-nio-8201-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-05-23 19:55:21.068 [http-nio-8201-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 12 ms
2024-05-23 19:55:21.438 [http-nio-8201-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-05-23 19:55:22.177 [http-nio-8201-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-05-23 19:55:22.313 [http-nio-8201-exec-1] INFO  com.hanson.yygh.common.hepler.HttpRequestHelper - 加密前：1000_2|1716465320995|674c4139707728439a6510eae12dee11
2024-05-23 19:55:22.317 [http-nio-8201-exec-1] INFO  com.hanson.yygh.common.hepler.HttpRequestHelper - 加密后：c97a71318b0eb632b174d5d116b275dd
2024-05-23 20:00:49.307 [http-nio-8201-exec-4] INFO  com.hanson.yygh.common.hepler.HttpRequestHelper - 加密前：1000_2|1716465629219|674c4139707728439a6510eae12dee11
2024-05-23 20:00:49.308 [http-nio-8201-exec-4] INFO  com.hanson.yygh.common.hepler.HttpRequestHelper - 加密后：ccc4b8dbe20608b66ec237c0f87edcfc
2024-05-23 20:01:08.501 [http-nio-8201-exec-4] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:16, serverValue:120}] to 47.116.123.21:27017 because there was a socket exception raised by this connection.
2024-05-23 20:01:08.528 [http-nio-8201-exec-4] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:17, serverValue:121}] to 47.116.123.21:27017
2024-05-23 22:21:19.206 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2024-05-23 22:21:19.237 [SpringContextShutdownHook] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:17, serverValue:121}] to 47.116.123.21:27017 because the pool has been closed.
2024-05-23 22:21:19.240 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2024-05-23 22:21:19.257 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2024-05-23 22:21:29.601 [restartedMain] INFO  com.hanson.yygh.hosp.ServiceHospApplication - Starting ServiceHospApplication on DESKTOP-OSA3D54 with PID 31664 (C:\code\project\Hospital\yygh-parent\service\service-hosp\target\classes started by hanso in C:\code\project\Hospital\yygh-parent)
2024-05-23 22:21:29.604 [restartedMain] INFO  com.hanson.yygh.hosp.ServiceHospApplication - The following profiles are active: dev
2024-05-23 22:21:29.677 [restartedMain] INFO  o.s.boot.devtools.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Program Files\Java\apache-maven-3.8.8\mvn_repo\org\glassfish\jaxb\jaxb-runtime\2.3.2\jaxb-runtime-2.3.2.jar referenced one or more files that do not exist: file:/C:/Program%20Files/Java/apache-maven-3.8.8/mvn_repo/org/glassfish/jaxb/jaxb-runtime/2.3.2/jakarta.xml.bind-api-2.3.2.jar,file:/C:/Program%20Files/Java/apache-maven-3.8.8/mvn_repo/org/glassfish/jaxb/jaxb-runtime/2.3.2/txw2-2.3.2.jar,file:/C:/Program%20Files/Java/apache-maven-3.8.8/mvn_repo/org/glassfish/jaxb/jaxb-runtime/2.3.2/istack-commons-runtime-3.0.8.jar,file:/C:/Program%20Files/Java/apache-maven-3.8.8/mvn_repo/org/glassfish/jaxb/jaxb-runtime/2.3.2/stax-ex-1.8.1.jar,file:/C:/Program%20Files/Java/apache-maven-3.8.8/mvn_repo/org/glassfish/jaxb/jaxb-runtime/2.3.2/FastInfoset-1.2.16.jar,file:/C:/Program%20Files/Java/apache-maven-3.8.8/mvn_repo/org/glassfish/jaxb/jaxb-runtime/2.3.2/jakarta.activation-api-1.2.1.jar
2024-05-23 22:21:29.677 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2024-05-23 22:21:29.677 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2024-05-23 22:21:30.834 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2024-05-23 22:21:30.835 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2024-05-23 22:21:30.896 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 56ms. Found 1 repository interfaces.
2024-05-23 22:21:30.913 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2024-05-23 22:21:30.914 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2024-05-23 22:21:30.930 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.hanson.yygh.hosp.repository.HospitalRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2024-05-23 22:21:30.930 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 6ms. Found 0 repository interfaces.
2024-05-23 22:21:31.272 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-05-23 22:21:31.640 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8201 (http)
2024-05-23 22:21:31.695 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8201"]
2024-05-23 22:21:31.696 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2024-05-23 22:21:31.696 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
2024-05-23 22:21:31.815 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-05-23 22:21:31.815 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2138 ms
2024-05-23 22:21:33.875 [restartedMain] INFO  org.mongodb.driver.cluster - Cluster created with settings {hosts=[47.116.123.21:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms', maxWaitQueueSize=500}
2024-05-23 22:21:34.077 [cluster-ClusterId{value='664f50ed4ea9a523945dcc9f', description='null'}-47.116.123.21:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:128}] to 47.116.123.21:27017
2024-05-23 22:21:34.094 [cluster-ClusterId{value='664f50ed4ea9a523945dcc9f', description='null'}-47.116.123.21:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=47.116.123.21:27017, type=STANDALONE, state=CONNECTED, ok=true, version=ServerVersion{versionList=[4, 4, 6]}, minWireVersion=0, maxWireVersion=9, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=14002900}
2024-05-23 22:21:34.445 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2024-05-23 22:21:34.539 [restartedMain] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:129}] to 47.116.123.21:27017
2024-05-23 22:21:35.353 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2024-05-23 22:21:35.573 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2024-05-23 22:21:35.898 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2024-05-23 22:21:35.921 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 2 custom documentation plugin(s)
2024-05-23 22:21:35.962 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2024-05-23 22:21:36.144 [restartedMain] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: lockHospitalSetUsingPUT_1
2024-05-23 22:21:36.192 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2024-05-23 22:21:36.203 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8201"]
2024-05-23 22:21:36.232 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8201 (http) with context path ''
2024-05-23 22:21:36.236 [restartedMain] INFO  com.hanson.yygh.hosp.ServiceHospApplication - Started ServiceHospApplication in 7.215 seconds (JVM running for 8.542)
2024-05-23 22:21:56.655 [http-nio-8201-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-05-23 22:21:56.655 [http-nio-8201-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-05-23 22:21:56.665 [http-nio-8201-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 9 ms
2024-05-23 22:25:09.706 [Thread-15] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2024-05-23 22:25:09.741 [Thread-15] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:2, serverValue:129}] to 47.116.123.21:27017 because the pool has been closed.
2024-05-23 22:25:10.417 [restartedMain] INFO  com.hanson.yygh.hosp.ServiceHospApplication - Starting ServiceHospApplication on DESKTOP-OSA3D54 with PID 31664 (C:\code\project\Hospital\yygh-parent\service\service-hosp\target\classes started by hanso in C:\code\project\Hospital\yygh-parent)
2024-05-23 22:25:10.418 [restartedMain] INFO  com.hanson.yygh.hosp.ServiceHospApplication - The following profiles are active: dev
2024-05-23 22:25:11.030 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2024-05-23 22:25:11.030 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2024-05-23 22:25:11.054 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 22ms. Found 1 repository interfaces.
2024-05-23 22:25:11.059 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2024-05-23 22:25:11.059 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2024-05-23 22:25:11.064 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.hanson.yygh.hosp.repository.HospitalRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2024-05-23 22:25:11.064 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 4ms. Found 0 repository interfaces.
2024-05-23 22:25:11.152 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-05-23 22:25:11.280 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8201 (http)
2024-05-23 22:25:11.280 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8201"]
2024-05-23 22:25:11.281 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2024-05-23 22:25:11.281 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
2024-05-23 22:25:11.307 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-05-23 22:25:11.308 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 886 ms
2024-05-23 22:25:11.781 [restartedMain] INFO  org.mongodb.driver.cluster - Cluster created with settings {hosts=[47.116.123.21:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms', maxWaitQueueSize=500}
2024-05-23 22:25:11.809 [cluster-ClusterId{value='664f51c74ea9a523945dcca0', description='null'}-47.116.123.21:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:136}] to 47.116.123.21:27017
2024-05-23 22:25:11.817 [cluster-ClusterId{value='664f51c74ea9a523945dcca0', description='null'}-47.116.123.21:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=47.116.123.21:27017, type=STANDALONE, state=CONNECTED, ok=true, version=ServerVersion{versionList=[4, 4, 6]}, minWireVersion=0, maxWireVersion=9, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=6881101}
2024-05-23 22:25:11.847 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2024-05-23 22:25:11.874 [restartedMain] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:4, serverValue:137}] to 47.116.123.21:27017
2024-05-23 22:25:12.149 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2024-05-23 22:25:12.236 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2024-05-23 22:25:12.394 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2024-05-23 22:25:12.395 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 2 custom documentation plugin(s)
2024-05-23 22:25:12.402 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2024-05-23 22:25:12.442 [restartedMain] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: lockHospitalSetUsingPUT_1
2024-05-23 22:25:12.466 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2024-05-23 22:25:12.472 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8201"]
2024-05-23 22:25:12.476 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8201 (http) with context path ''
2024-05-23 22:25:12.476 [restartedMain] INFO  com.hanson.yygh.hosp.ServiceHospApplication - Started ServiceHospApplication in 2.14 seconds (JVM running for 224.782)
2024-05-23 22:25:12.481 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2024-05-23 22:25:15.010 [Thread-26] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2024-05-23 22:25:15.019 [Thread-26] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:4, serverValue:137}] to 47.116.123.21:27017 because the pool has been closed.
2024-05-23 22:25:15.731 [restartedMain] INFO  com.hanson.yygh.hosp.ServiceHospApplication - Starting ServiceHospApplication on DESKTOP-OSA3D54 with PID 31664 (C:\code\project\Hospital\yygh-parent\service\service-hosp\target\classes started by hanso in C:\code\project\Hospital\yygh-parent)
2024-05-23 22:25:15.731 [restartedMain] INFO  com.hanson.yygh.hosp.ServiceHospApplication - The following profiles are active: dev
2024-05-23 22:25:16.399 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2024-05-23 22:25:16.399 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2024-05-23 22:25:16.419 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 18ms. Found 1 repository interfaces.
2024-05-23 22:25:16.426 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2024-05-23 22:25:16.426 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2024-05-23 22:25:16.432 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.hanson.yygh.hosp.repository.HospitalRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2024-05-23 22:25:16.433 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 5ms. Found 0 repository interfaces.
2024-05-23 22:25:16.525 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-05-23 22:25:16.675 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8201 (http)
2024-05-23 22:25:16.676 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8201"]
2024-05-23 22:25:16.676 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2024-05-23 22:25:16.677 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
2024-05-23 22:25:16.700 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-05-23 22:25:16.700 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 965 ms
2024-05-23 22:25:17.069 [restartedMain] INFO  org.mongodb.driver.cluster - Cluster created with settings {hosts=[47.116.123.21:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms', maxWaitQueueSize=500}
2024-05-23 22:25:17.091 [cluster-ClusterId{value='664f51cd4ea9a523945dcca1', description='null'}-47.116.123.21:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:5, serverValue:138}] to 47.116.123.21:27017
